nimi;kirjeldus;id;registrikood;omanik
Taotlus puhkusetasu ja keskmise töötasu hüvitamiseks;Tööandjale hüvitatakse vastavalt töölepingu seadusele ja töötervishoiu ja tööohutuse seadusele.;SKA-014;70001975;48812124890
Sõjalise kauba väljaveolitsentsi taotlemine;Sõjalise kauba väljaveadmiseks Eestist tuleb taotleda väljaveolitsents;MFA-002;70002526;48812124766
Lõhkematerjali väljaveo loa taotluse läbivaatamine;Teavitame ja anname võimaluse Kaitsepolitseil ja Politsei- ja Piirivalveametil esitada oma arvamus taotluse kohta. Kontrollime operaatorite, lõhkematerjali, veotingimuste ja sihtkoha valmisoleku kohta esitatud andmete õigsust.;TJA-015;70003218;
Deklaratsiooni INF 6 esitamine;Vabatahtliku pensionifondi osakute soetamiseks makstud summade deklaratsioon ;mta-007;70000349;
Arhivaalide tellimine uurimissaali;Arhivaale saab tellida Rahvusarhiivi uurimissaalidesse Tallinnas, Tartus, Rakveres, Valgas, Kuressaares ja Haapsalus.;RA-003;70001946;
Avalikud üritused;Ürituste korraldamine üksikisikutele ja peredele. Traditsioonilised üritused: Sakala tee matk, kevadpühade tähistamine, muuseumiöö, rahvuslik jaanipäev, käsitööpäev, hobusepäev, lambapäev, talupäev jm.;KURG-004;70002584;48812124956
Turvaettevõtja tegevusloa taotlemine;Turvaettevõtja tegevusloa taotluse läbivaatamine ja väljastamine taotluse alusel.;VTA-020;70002414;48812124919
Päringute sooritamine äriregistri teabesüsteemis;Äriregistri teabesüsteemis saab teha päringuid juriidiliste isikute kehtivate ja ajalooliste andmete kohta. Teabesüsteemi andmed pärinevad äriregistri, mittetulundusühingute ja sihtasutuste registri ning kommertspandiregistri andmetest.;JUM-010;70000898;48812124943
Läänemere Strateegia programm;EL algatus piiriüleste e-teenuste projektide võimaluste väljaselgitamiseks digitaalse ühtse siseturu valdkonnas;MKM-011;70003158;48812124921
Majandustegevusteade reisiettevõtjana tegutsemisks;Ettevõtja esitab enne reisiettevõtjana tegutsemisega alustamist registripidajale teate.;MKM-040;70003158;
Koostöö-meetme teabevahetuse korraldamine;Eesti maaelu arengukava koostöö-meetme valdkondliku teabevahetuse ja võrgustikutöö korraldamine;MAAI-003;70000059;48812124944
Raudteeveeremi kasutuselevõtuloa väljastamine;Koostalitluse tehnilisele kirjeldusele vastava või mittevastava raudteeveeremi puhul menetluse läbiviimise järele väljastab TJA kautuselevõtuloa;TJA-059;70003218;
Orgaanilisi lahusteid kasutava käitise registreerimistõendi väljastamine;Füüsilised ja juriidilised isikud, kes kasutavad oma tegevuses orgaanilisi lahusteid ja kellel on tööstusheite seadusest tulenev kohustus omada vastavat registreerimistõendit. ;KKA-010;70008658;48812124924
Avaliku teabe ja reklaamide monitoorimine;Keeleinspektsioon kontrollib regulaarselt, nii kodanike palvel kui omal algatusel, avaliku teabe ja reklaamide vastavust keeleseadusele.;KI-006;70003690;48812124945
Digitaalne arhiiv;Vajadusel hoiustame digiandmeid. Keskendume ainult kriitiliste infosüsteemide ja tõestusväärtuse vajadusega andmete hoiustamisele.;RIA-024;70006317;48812124810
Veebivärav lugeja.ee;Rahvaraamatukogude infosüsteemidega liitunud raamatukogude kogudest otsingute tegemine, lugejaks registreerinud kasutajatele lisaks laenutuste pikendamise, teavikute reserveerimise ja järjekorda panemise võimaldamine. ;KUM-004;70000941;48812124804
ETV;Teleprogramm;ERR-001;74002322;48812124957
Päringute esitamine Eestis jõustamiseks esitatud Euroopa patentide andmebaasi;Saab esitada päringuid Eestis jõustamiseks esitatud Euroopa patentide, Eestis kehtivate Euroopa patentide ja Eestis kehtivuse lõpetanud (sh tühistatud) Euroopa patentide kohta.;EPA-008;70003164;48812124813
Sõiduki registriandmete muutmine.;Liiklusregistrisse kantud  sõiduki ja sellega seotud isikute andmete muutmine, lisamine või ärajätmine.  Märke lisamine registrisse, kui uus omanik ei ole vormistanud sõidukit oma nimele. ;MA-008;70001490;48812124947
Minu esitatud tõendi A1 (E101) taotlused ja tõendid;Saab vaadata enda nimele taotletud ja väljastatud tõendeid A1.;SKA-025;70001975;48812124884
Lennumeeskonna liikmete lubade taotlemine;Lennumeeskonna liikmete lubade taotlemine;LA-008;70000800;
Ohtliku kemikaali käitlemise tegevusloa taotluse läbivaatamine - ohtlik ettevõte;Kõigepealt kontrollitakse, kas käitisele ei ole väljastatud juba lõhkematerjali või pürotehnilise toote käitamisluba või keskkonnkompleksluba. Kontollitakse või selgitatakse välja keskkonnamõju hindamise vajadus.;TJA-027;70003218;
Perekonnaseisuandmete muutmine rahvastikuregistris;Perekonnaseisuasutus teeb rahvastikuregistris muudatusi, kui selleks on küllaldane alus ja huvitatud isikute vahel ei ole vaidlust.;TMV-006;70000622;48812124958
Avalike arhivaalide vastuvõtmine ametiasutustelt;Rahvusarhiiv võtab asutustelt igaveseks säilitamiseks vastu avalikud arhivaalid.;RA-014;70001946;
Andmete edastamine saatkondadele;Oma riigi kodanike info küsimine välisriigist;JUM-015;70000898;
Väiksema kui 500-se kogumahutavusega laeva vahitüürimehe diplomi ja kinnituslehe taotlemine;Teenuse eesmärk on väiksema kui 500-se kogumahutavusega laeva vahitüürimehe diplomi ja kinnituslehe väljastamine.;VTA-032;70002414;48812124874
Kaevise võõrandamise või väljaspool kinnisasja kasutamise nõusoleku taotlemine;Füüsilised ja juriidilised isikud, kes soovivad ehitise püstitamisel, maaparandustööde või põllumajandustööde käigus tekkivat ja ülejäävat kaevist võõrandada või kasutada väljaspool kaevise tekke kinnisasja.;KKA-016;70008658;48812124876
Päringute sooritamine abieluvararegistri teabesüsteemis;Abieluvararegistri veebipäringust saab otsida abieluvararegistrisse kantud andmeid abikaasa ees- ja perekonnanime, isikukoodi või registrikaardi numbri järgi.;JUM-003;70000898;48812124868
Päringu tegemine kambri ja perioodi kaudu kinnipeetavani jõudmiseks;Teenus on mõeldud nendele kasutajatele, kellel on vajadus teha kinnipeeturegistrist päringuid kambri ja perioodi kaudu kinnipeetavani jõudmiseks;JUM-021;70000898;
II ja I klassi raadioelektrooniku diplomite ja kinnituslehtede taotlemine;Teenuse eesmärk on II ja I klassi raadioelektrooniku diplomite ja kinnituslehtede väljastamine.;VTA-043;70002414;48812124874
Õiguse taotlemine sõidukite registreerimiseelse tehnonõuetele vastavuse kontrolli läbiviimiseks;Sõidukite valmistaja, maaletooja või edasimüüjaga lepingu sõlmimine uute sõidukite registreermiseelse tehnonõuetele vastavuse kontrolliks ja registreerimiseks Maanteeameti infosüsteemi kaudu.;MA-050;70001490;48812124891
Juhtimisõigust tõendava dokumendi taotlemine;Juhtimisõigust  tõendava dokumendi andmete kandmine liiklusregistrisse ja B, AM, A1, A2, A, C1, C1E, C, CE, D1, D1E, D, DE, T kategooria ja jalgratturi, vedurijuhi ning trammijuhi  juhiloa väljastamine ;MA-035;70001490;48812124916
Tööstusdisainilahenduse registreerimise taotluse esitamine;Saab täita ja saata Patendiametisse elektroonilisi taotlusi tööstusdisainilahenduse registreerimisekse Eestis;EPA-005;70003164;48812124813
Läbilaskevõime jaotamine;Jaotatakse liiklusgraafikuperioodi läbilaskevõime, liiklusgraafikuperioodi jaotama jäänud läbilaskevõime tellimiste aluses ja ühekordset sihtotstarbelist läbilaskevõimet.;TJA-070;70003218;
Karjäärinõustajate koolitustel osalemine;Karjääriteenuste kvaliteet sõltub olulisel määral teenuse osutajate pädevusest. SA Innove ja Rajaleidja keskused korraldavad karjäärnõustajate koolitusi ja vahendavad õppevisiite Euroopasse.;INNO-007;90008287;48812124889
Erihoolekandeteenuse taotlemine;Erihoolekandeteenused on mõeldud täisealisele inimesele, v.a ainult dementsuse diagnoosiga vanaduspensioniealistele, kellel on raskest, sügavast või püsivast psüühikahäirest tulenevalt välja kujunenud suurem vajadus kõrvalabile.;SKA-008;70001975;48812124959
Postiteenuse tegevusloa taotlemine;Postiteenuse tegevusloa taotlemine;KA-005;70000303;
Pressiteadete ja väljaannete ilmumise, andmbaasi ja valmistabelite uuenduste teavituse tellimine;Infovahetusstandard RSS (Really Simple Syndication) on pidevalt uuenevate uudiste pealkirju või sisu vahendada võimaldav andmevormingukogum: pressiteadete-, väljaannete-, valmistabelite- ja andmebaasi uudisvood.;STAT-013;70000332;48812124960
Haridusprogrammide tellimine;"Haridusprogrammide läbiviimine muuseumipedagoogiga üldhariduskoolide õpilastele; koolitused õpetajatele; linnalaagrid";EAM-005;70004560;
Põllumajandustootjate majandustulemuste andmebaas;Veebipõhine abivahend põllumajandustootjate majandustulemuste analüüsimiseks;MAAI-007;70000059;48812124961
Reederi ja laeva meresõiduohutusalane auditeerimine;Reederite ja Eesti lippu kandvate laevade meresõiduohutuse alase auditeerimise ning tunnistuste väljastamiseks vajalik menetlus.;VTA-007;70002414;
Isikuandmete kaitse eest vastutava isiku määramisest teatamine;Delikaatsete isikuandmete töötlemisel kas registreeritakse töötlemine või määratakse vastutav isik;AKI-002;70004235;
Kõrgehitiste ja rajatiste kooskõlastuse taotlemine;Kõrgehitiste ja rajatiste kooskõlastamine;LA-019;70000800;
Teabenõue;Teabenõude saab esitada, kui soovitakse saada teavet, mis on inspektsioonis juba olemas;AKI-009;70004235;
Paigaldise või seadmega toimunud õnnetusest teavitamine;Registreeritava seadme või paigaldise järelevaataja teavitab TJA-d seadmega toimunud õnnetust.;TJA-038;70003218;
Konsultatsioon Eesti ja Euroopa Liidu riikide statistika kättesaadavuse ja kasutamise kohta;Saada konsultatsiooni statistikainfo leidmisel nii Eesti kui ka muude riikide kohta ning veebilehel avaldatud info leidmiseks.;STAT-019;70000332;48812124962
Metsapuude seemnepartii sertifitseerimine;Isikud, kellel on taimede paljundamise ja sordikaitse seadusega kohustuseks turustatava kultiveerimismaterjali  sertifitseerimine.;KKA-025;70008658;48812124953
Numbriloa muutmine;Taotlus telefoninumbrite jm numbrite kasutamise loa tingimuste muutmiseks.;TJA-049;70003218;48812124938
Riigi kasuks seatud võlakohustuste ülevõtmine;Seoses kinnistu võõrandamisega, mida koormab riigi kasuks seatud hüpoteek, on vajalik hüpoteegipidaja nõusolek võla ülekandmise kohta.;TMV-020;70000622;48812124877
Kaebuste esitamine keeleinspektsioonile;Inimestel on võimalik pöörduda Keeleinspektsiooni, kui nad näevad EV keeleseaduse rikkumist.;KI-001;70003690;48812124945
Päringu tegemine kinnipeetava isiklike dokumentide info saamiseks;Teenus on mõeldud nendele kasutajatele, kellel on vajadus teha kinnipeeturegistrist päringuid kinnipeetava isiklike dokumentide info saamiseks;JUM-032;70000898;
eID kasutajatugi;Lahenduste pakkumine erinevatele probleemidele, mis on seotud eID (ID-kaart, Mobiil-ID) kasutamisega.;RIA-011;70006317;48812124963
Maavaravaru arvele võtmine või mahakandmine keskkonnaregistrist;Üldgeoloogilise uurimistöö aruanne, geoloogilise uuringu aruanne või muu töö kinnitatakse Keskkonnaministeeriumis ja selle alusel tehakse muudatus keskkonnaregistris;KEM-002;70001231;48812124955
Õppeasutuste tegevus- või koolitusloa taotlemine;Haridus ja- Teadusministeerium väljastab koolieelsete lasteasutuste, üldhariduskoolide, kutseõppeasutuste, huvikoolide ja täiskasvanukoolitusasutuste tegevus- ja koolituslubasid. ;HTM-003;70000740;48812124964
Euroopa patendi jõustamise taotluse esitamine;Saab täita ja saata Patendiametisse elektroonilisi taotlusi Euroopa patendi jõustamiseks Eestis;EPA-006;70003164;48812124813
Raudtee järelevalve;Raudteeseaduse ja TJA põhimääruse  ja Korrakaitseseaduse alusel teostame raudteerajatiste korrashoiunõuete täitmise üle järelevalvet;TJA-081;70003218;
Taotlus töövõimetuspensioni saava töötaja sotsiaalmaksu tasumiseks;Teenusega esitab ettevõtja oma töövõimetuspensioni saava töötaja andmed sotsiaalmaksu tasumiseks sotsiaalkindlustusametile.;SKA-015;70001975;48812124965
Riigitöötaja iseteeninduskeskkond puhkuste, lähetuste, koolituste, varade ja majanduskulude seotud informatsiooni haldamiseks, kooskõlastamiseks ja kinnitamiseks.;Teenusega saab: hallata puhkusegraafikut ja puhkusesoove, töötaja kasutuses olevate varade andmeid, teha nendega toiminguid (N: inventuurid), lähetuste ja kuluaruannete andmeid, koolitusplaane, majanduskulude hüvitisi;RTK-001;70007340;48812124834
Lõhkematerjali veoloa taotluse läbivaatamine;Kontrollime operaatorite, lõhkematerjali, veotingimuste ja sihtkoha valmisoleku kohta esitatud andmete õigsust. Väljastatakse luba.;TJA-016;70003218;
Deklaratsiooni INF 9 esitamine;Kingituste ja annetuste ning muude tulude kasutamise deklaratsioon ;mta-008;70000349;
Arhivaalide tellimine kauglaenutusse;Arhivaale saab tellida teistes linnades olevatesse uurimissaalidesse (Tallinn, Tartu, Pärnu muuseum, Viljandi muuseum).;RA-004;70001946;
Koosviibimiste korraldamine;Koosviibimiste (sünnipäevad, pulmad, kokkutulekud, peod jm) korraldamine üksikisikutele, peredele ja ettevõtetele.;KURG-005;70002584;48812124956
Sadama sadamaregistrisse kandmine ja sadamaregistri kande muutmine;Sadama kandmine sadamaregistrisse või sadamaregistris muudatuste tegemine.;VTA-021;70002414;
Äriregistri XML teenus;Teenus on mõeldud nendele kasutajatele, kellel on vajadus teha äriregistrist suurel hulgal päringuid ja hoida andmeid oma andmebaasis.;JUM-011;70000898;48812124943
Ettevõtja otsing majandustegevuse registrist;Avalik kasutaja saab otsida majandustegevuse registrisse kantud ettevõtjate kohta käivaid andmeid ;MKM-030;70003158;48812124966
Majandustegevusteade renditööjõu vahendamiseks ja tööjõu pakkumiseks;Ettevõtja esitab enne renditööjõu vahendamisega ja tööjõu pakkumisega tegevuse alustamist registripidajale teate.;MKM-041;70003158;
Maaelu arendamise valdkonna näidete kogumine ja levitamine;EL algatus maaelu arengu programmide kõiki prioriteete hõlmavate projektinäidete ning maaelu arendamise valdkonna praktikate kogumisel ja levitamisel;MAAI-004;70000059;48812124944
Diiselmootorite tüübikinnitustunnistuste väljastamine;Tüübikinnitus on menetlus, mille tulemusena TJA  tunnistab, et raudteeveeremi tüüp või vedurile, mootorvagunile ning eriveeremile paigaldatava mootori tüüp vastab kehtestatud nõuetele, ja annab välja raudteeveeremi tüübikinnituse.;TJA-060;70003218;
Vee erikasutusloa väljastamine;Füüsiline või juriidiline isik, kellel on veeseadusest tulenev kohustus taotleda planeeritud tegevusteks vee erikasutusluba. ;KKA-011;70008658;48812124967
Keeleklikk.ee: virtuaalne eesti keele õpe;Keeleklikk.ee pakub võimalust asukohast sõltumata õppida eesti keelt, praegu kuni tasemeni A2. Leheküljel on mitmekülgsed õppematerjalid ja see pakub ka õpetajatuge, mis võimaldab teha individualiseeritud kodutöid ja saada tagasidet.;HTM-007;70000740;48812124968
Inkubatsioon ehk uue teenuse majutamine juurutamisfaasis;Inkubatsiooniteenus loob võimaluse asutuste koostöös viia ellu keerulisi, paljusid osapooli ühendavaid projekte, vähendades samas riske arendus- või haldustegevuse käivitusperioodil.;RIA-025;70006317;48812124810
Spordiorganisatsiooni andmete esitamine;Spordiorganisatsioon esitab 1. märtsiks tegevusandmed (spordialade harrastajate arvud koos treenerite ja tegutsemispaikadega ning personali ülevaate, spordiliidud ka liikmeskonna) ja 30. juuniks tulude-kulude andmed;SPOR-001;70000941;48812124969
Taotluse esitamine mootorsõidukijuhi, trammijuhi ja vedurijuhi riikliku teooriaeksami sooritamiseks;Teooriaeksami vastuvõtmine mootorsõiduki, trammi või veduri  juhtimisõiguse taotlemisel.;MA-037;70001490;48812124916
Päringute esitamine Patendiameti kasulike mudelite andmebaasi;Kasulike mudelite andmebaasist saab otsida infot Eestis registreeritud kasulike mudelite kohta.;EPA-009;70003164;48812124813
Sõiduki ajutine või lõplik registrist  kustutamine;Sõiduki ajutine kustutamine registrist mitte pikemalt kui 24 kuud, mille korral ei rakendu omanikule või vastutavale kasutajale registris olekust tulenevad kohustused. Sõiduki lõplik registrist kustutamine  Liiklusseaduses sätestatud alustel. ;MA-010;70001490;48812124947
Minu esitatud tõendi A1 (E101) taotluse tühistamine;Saab tühistada iseenda tõendi A1 taotluse.;SKA-026;70001975;48812124884
Lennundustehnilise töötaja loa taotlemine;Lennundustehnilise töötaja loa menetlemine;LA-009;70000800;
Kohustusliku dokumentatsiooni kooskõlatamine;Kooskõlastamine;TJA-028;70003218;
Perekonnaseisutõendite väljastamine;"Rahvastikutoimingute talitus väljastab järgmisi tõendeid: abieluvõime tõend; perekonnasündmuse tõend; perekonnaseisuandmete kinnitatud või kinnitamata väljavõte; rahvastikuregistri väljavõte.";TMV-007;70000622;48812124970
Eraõiguslike isikute dokumentide hindamine;Rahvusarhiiv hindab olulisemate eraõiguslike isikute dokumentide arhiiviväärtuslikkust ja selgitab välja arhivaalid.;RA-015;70001946;
Noorte põllumajandustootjate tegevuse alustamine (meede 1.2 MAK 2007-2013);Teenus võimaldab esitada toetustaotlust noorettevõtjate põllumajanduslike tegevuste arendamiseks;PRIA-003;70005967;48812124761
Väiksema kui 500-se kogumahutavusega laeva kapteni diplomi ja kinnituslehe taotlemine;Teenuse eesmärk on väiksema kui 500-se kogumahutavusega laeva kapteni diplomi ja kinnituslehe väljastamine.;VTA-033;70002414;48812124874
Reguleerija koolitajana tunnustamise taotlemine;Reguleerija koolitaja nõuetele vastavuse ja õppekava olemasolu hindamine ning tunnustuse andmise otsustamine.;MA-047;70001490;48812124971
Teabenõude esitamine;Võimalik esitada teabenõue;EKEI-001;70003572;
Päringu tegemine kinnipeetava(te) vanglast järelvalveta väljaskäimiste info saamiseks;Teenus on mõeldud nendele kasutajatele, kellel on vajadus teha kinnipeeturegistrist päringuid kinnipeetava(te) vanglast järelevalveta väljaskäimiste kohta;JUM-022;70000898;
Mootorlaeva vahimehaaniku diplomi ja kinnituslehe taotlemine (750 kW ja suurema peamasinate efektiivse koguvõimsusega);Teenuse eesmärk on mootorlaeva vahimehaaniku diplomi ja kinnituslehe väljastamine (750 kW ja suurema peamasinate efektiivse koguvõimsusega).;VTA-044;70002414;48812124874
Õiguse taotlemine tehnoülevaatuse läbiviimiseks;Äriühinguga lepingu sõlmimine tehnoülevaatuse läbiviimiseks Eestis ja ligipääsuks Maanteeameti infosüsteemile. ;MA-051;70001490;48812124891
Riigi kinnisvara valitseja registreerimine;Riigi kinnisvara valitseja ja volitatud asutuse registreerimine.;RM-001;70000272;48812124901
Välisriigi haridust tõendavate dokumentide hindamine;Keskus hindab välisriigi kvalifikatsioone ja määrab vastavuse õpingute alustamiseks või jätkamiseks Eesti kõrgkoolides ning töötamiseks reguleerimata kutse- ja ametialadel.;ARCH-006;80011561;48812124972
Liiklusgraafikute kinnitamine;Vaadatakse läbi ja kinnitatakse liiklusgraafikuperioodi avalike raudteeinfrastruktuuri-ettevõtjate rongide liiklusgraafikud. ;TJA-071;70003218;
Isikukaart eesti.ee portaalis;Iga kodanik saab eesti.ee portaalis tutvuda Eesti Hariduse Infosüsteemi (EHIS) andmetega enda kohta.;HTM-008;70000740;48812124973
Rehabilitatsiooniteenuse taotlemine;Rehabilitatsiooniteenust saab taotleda puudega inimesele, et parandada tema iseseisvat toimetulekut, suurendada ühiskonda kaasatust ja soodustada töötamist või tööle asumist.;SKA-009;70001975;48812124974
Vee hinna kooskõlastamine;-;KA-006;70000303;
Kaugpäring;Võimaldab Statistikaameti käsutuses olevate konfidentsiaalsete andmete kasutamist statistiliste analüüside tegemiseks selliselt, et on välistatud kasutaja otsene ligipääs konfidentsiaalsetele andmetele.;STAT-014;70000332;48812124883
Raamatukogu;Arhitektuurimuuseumi raamatukogu kasutamine, teavikute laenutamine ja uurimustöö;EAM-007;70004560;
Giiditeenus;Eesti Piimatöötlemise ajalugu käsitleva informatsiooni vahendamine külastajaile;PIIM-001;70005982;48812124905
Laevapere liikme töö- ja elamistingimuste ülevaatus;Teenuse eesmärk on laevapere liikme töö- ja elamistingimuste ülevaatuse teostamine.;VTA-009;70002414;
Teadusuuringu või riikliku statistika vajaduseks andmesubjekti nõusolekuta isikuandmete töötlemise loa taotlemine;Kui isikuandmete töötlemise õiguslik alus ei tulene selgesõnaliselt seadusest, tuleb uuringu või statistilise töö läbiviimiseks esitada loa taotlus.;AKI-003;70004235;
Funktsionaalsetesse süsteemidesse tehtavatest muudatustest teatamine;Aeronavigatsiooniteenuse osutajad, lennuliiklusvoo juhtimise ja õhuruumi korraldamise eest vastutavad organisatsioonid peavad Lennuametit teavitama kõikidest kavandatud, ohutusega seotud muudatustest oma funktsionaalsetes süsteemides.;LA-020;70000800;
Selgitustaotlus;Selgitustaotlusega saab küsida asutuse seisukohti, tõlgendusi või praktilist infot;AKI-010;70004235;
Registreerimiskohustusega masinate tehniliste kontrollide andmekogu pidamine;TJA peab registreeritavate seadmete ja paigaldiste andmekogu. Registreeritavateks seadmeteks ja paigaldisteks on õigusaktides määratletud kindlatele parameetritele vastavad masina, liftid, köisteed, surveseadmed ning gaasipaigalised.;TJA-039;70003218;
Tarbijahinnaindeksi kalkulaator;Tarbijahinnaindeks – indeks, mis iseloomustab tarbekaupade ja tasuliste teenuste hindade muutust.;STAT-020;70000332;48812124975
Kiirgustegevusloa taotlemine;Füüsilised ja juriidilised isikud, kellel on kiirgusseadusest tulenev kohustus omada  kiirgustegevuse läbiviimiseks kiirgustegevusluba.  ;KKA-026;70008658;48812124878
Sertifitseerimisteenuse osutaja registreerimine;Digitaalallkirja seaduse alusel kuuluvad sertifitseerimisteenuse osutajad registreerimisele;TJA-050;70003218;
Kasutusvaldusse antud maa omandamine;Kahe aasta möödumisel kasutusvalduse seadmisest (kinnistusraamatusse kandmisest) tekib kasutusvaldajal õigus kasutusvaldusesse antud maa omandada. ;TMV-021;70000622;48812124976
Riikliku järelvalve teostamine keeleseaduse täitmise kohta;Keeleinspektsioon teostab regulaarset kontrolli avaliku teenistuse asutustes ja eraettevõtetes keelenõuete täitmise kohta.;KI-002;70003690;48812124945
Päringu tegemine kinnipeetava fotode saamiseks;Teenus on mõeldud nendele kasutajatele, kellel on vajadus teha kinnipeeturegistrist päringuid kinnipeetava fotode saamiseks;JUM-033;70000898;
ID-kaardi baastarkvara allalaadimine;ID-tarkvara, mis võimaldab ID-kaardiga tõendada oma isikut elektrooniliselt, allalaadimine. ;RIA-012;70006317;48812124963
Pidude ja ürituste korraldamine teaduskeskuses AHHAA;Teaduskeskuses on võimalik korraldada mitmesuguseid vastuvõtte, teemapäevi ja sündmuseid.;AHHA-002;90007572;48812124977
Kliendinfopäringute esitamine;Maanteeameti avalike teenuste toetus ja tugi;MA-036;70001490;48812124978
Delikaatsete isikuandmete töötlejate register avaandmetena;Delikaatsete isikuandmete töötlejate register avaandmetena;AKI-014;70004235;
Välisriigi kutsekvalifikatsiooni tunnustamine;TJA on nimetatud välisriigi kutsekvalifikatsiooni tunnustamiseks pädevateks asutusteks (raudtee-ehituse vastutava spetsialisti kutsetunnistuse osas).;TJA-082;70003218;
Ettevõtja esitatud tõendi A1 (E101) taotlused ja tõendid;Saab vaadata ettevõtte (või FIE) töötajatele taotletud ja väljastatud tõendeid A1 samuti ka FIE-na taotletud ja väljastatud vorme A1;SKA-016;70001975;48812124884
Päring ühistranspordi alase info väljastamiseks; Sõiduplaanide, peatuste paikenemine jm ühistranspordiga seotud info. ;MA-043;70001490;48812124979
Lõhkematerjali veoloa kooskõlastamine;Kontrollime operaatorite, lõhkematerjali, veotingimuste ja sihtkoha valmisoleku kohta esitatud andmete õigsust. Kooskõlastame loa.;TJA-017;70003218;
Deklaratsiooni INF 12 esitamine;Mitteresidendile makstud intressi deklaratsioon ;mta-009;70000349;
Arhivaalidest analoogkoopiate tellimine;Arhivaalidest saab tellida erinevas mõõdus ja omadustega koopiaid paberile ja filmilindile.;RA-005;70001946;
Toitlustamine;Eelkõige eesti rahvustoitude pakkumine külastajaile;KURG-006;70002584;48812124956
Laeva kandmine laevapereta prahitud laevade registrisse koos ajutise liputunnistuse väljastamisega;Laevapereta prahitud laevade registrisse kandmisel ajutise liputunnistuse väljastamine ja registreerimise pikendamisel ajutise liputunnistuse väljastamine.;VTA-023;70002414;
Andmevahetus ning päringud äriregistrist ametiasutustele;Äriregistrist on x-tee kaudu võimalik vahetada andmeid ning teha tasuta andmepäringuid erinevatel ametiasutustel (nt e-notar, kinnistusraamat, Maksu- ja Tolliamet jt).;JUM-012;70000898;48812124943
Majandustegevusteade alkohoolse joogi jaemüügiks;Ettevõtja esitab enne alkohoolse joogi jaemüügiga alustamist registripidajale teate ;MKM-031;70003158;
Mereentsüklopeedia;Mereviki ehk mereentsüklopeedia on mereteemaliste terminite, sündmuste, objektide, isikute jmt avalik andmekogu.;VTA-050;70002414;48812124897
Põllumajandusliku raamatupidamise andmebaasi andmete edastus Euroopa Komisjonile;Põllumajanduslike majapidamiste raamatupidamisnäitajate andmebaasi (FADN) andmete kogumine, töötlemine ja Euroopa Komsjonile esitamine.;MAAI-005;70000059;48812124961
Vedurijuhilubade väljastamine;Isik, kes soovib saada vedurijuhiks peab läbima vastava koolituse ning sooritama eksami. Eksami sooritamise järele väljastatakse vedurijuhiluba. ;TJA-061;70003218;
Veekaitsevööndis tööde kooskõlastamine;Füüsilised ja juriidilised isikud, kellel on soov teostada veekaitsevööndis puu- või põõsarinde raiet. ;KKA-012;70008658;48812124967
Struktuuritoetuste rakendamine;Struktuurifondide operatiivinfosüsteem (SFOS);RM-005;70000272;
Autentimisteenusega liitumine;Autentimisteenuse abil on infosüsteemi omanikul võimalik eelnevalt ID-kaardi, mobiil-ID või internetipanga kaudu riigiportaali sisenenud kasutajad lubada turvaliselt oma X-teega liitunud infosüsteemi.;RIA-026;70006317;48812124980
Spordiobjekti andmete esitamine;Spordiobjekti omanik uuendab 1. novembriks sportimispaikade ja spordialase teeninduse andmed;SPOR-002;70000941;48812124969
Mootorsõidukijuhi juhendaja tunnistuse taotlemine;Teenus võimaldab isikul taotleda mootorsõidukijuhi juhendamise õigust ja tunnistust.;MA-039;70001490;48812124916
Päringute esitamine Patendiameti kaubamärkide andmebaasi;Patendiameti kaubamärkide andmebaasist saab otsida infot Eestis registreeritud kaubamärkide, esitatud kaubamärgi registreerimise taotluste ja Eestis kehtivate või õiguskaitse saamiseks esitatud rahvusvaheliste kaubamärkide kohta.;EPA-010;70003164;48812124813
Numbrimärgi duplikaadi tellimine;Sõiduki omaniku või tema esindaja kirjaliku taotluse alusel kadunud, varastatud või kasutamiskõlbmatuks muutunud registreerimismärgi asendamine. ;MA-014;70001490;48812124947
Minu tõendi A1 (E101) tühistamine;Saab tühistada teie nimele väljastatud tõendit A1.;SKA-027;70001975;48812124884
Kontrollpiloodi tunnistuste ja lubade taotlemine;Kontrollpiloodi tunnistuste ja lubade taotlemine;LA-010;70000800;
Õnnetusest teavitamine;-;TJA-029;70003218;
Lapsendamine;Üldjuhul peab lapsendaja olema vähemalt 25aastane piiramata teovõimega isik. Lapsendajat valides arvestatakse tema isikuomadusi, varalist seisundit ja võimet täita lapsendamissuhtest tulenevaid kohustusi.;TMV-008;70000622;48812124981
Eraõiguslike isikute arhivaalide kogumine;Rahvusarhiiv võtab olulisematelt eraõiguslikelt isikutelt igaveseks säilitamiseks vastu avalikud arhivaalid.;RA-016;70001946;
Andmete edastamine Statistikaametile;Regrel (registripõhine rahva ja eluruumide loendus) raames info edastamine;JUM-016;70000898;
Väiksema kui 200-se kogumahutavusega laeva vahitüürimehe ja kipri tunnistuste ja kinnituslehtede taotlemine;Teenuse eesmärk on väiksema kui 200-se kogumahutavusega laeva vahitüürimehe ja kipri tunnistuste ja kinnituslehtede väljastamine.;VTA-034;70002414;48812124874
